-0.541579983651 0.820086788995 -0.184793884703 -0.220198970795 0.0737565007969 0.972662527216 0.811297439025 0.567465978809 0.140637222404 |8.64314272504 18.7493020587 25.8088916593
-0.718438503339 0.65814665878 -0.22514238263 0.204508268789 -0.109510310134 -0.97271982604 -0.664847715583 -0.744882854891 -0.0559200104834 |32.6950940333 32.4676950584 25.7180661213
-0.162379005118 0.126822079628 -0.978544438856 0.116507105109 -0.982304469837 -0.146642500648 -0.979826083117 -0.137819043155 0.144729949174 |22.0936016751 43.1562985626 38.436317271
0.299457160741 0.809385261168 0.505193930967 0.947919805958 -0.192169607066 -0.254005676301 -0.108505531445 0.55494715165 -0.824778884624 |26.7563588746 33.9842400943 30.5226221756
0.337851890901 0.743253726865 0.577433976586 0.62643852855 -0.63545440837 0.451411635684 0.702446346537 0.209216615937 -0.680292244446 |31.9241350204 3.72453892202 27.1645922596
-0.186614859843 -0.864234592626 -0.467197456109 -0.453455046776 -0.346093577845 0.821339001831 -0.8715236168 0.365127107024 -0.327305333102 |48.9473625874 42.0117890861 20.4299812604
-0.247458208167 0.294061487502 0.923196770347 -0.0166008180257 0.951404510585 -0.307496130186 -0.968756340909 -0.0914182629804 -0.230551194189 |23.6733013878 32.2859752192 45.9400161398
0.609737577944 0.589910283621 -0.529363715532 0.762164739951 -0.253070504644 0.595869305179 0.217543088189 -0.766786265499 -0.603915414461 |18.7096191092 27.0823661945 14.2187315564
-0.23789616444 0.0320344111625 0.970762180684 -0.140961906807 0.987735854785 -0.067138826327 -0.961007365099 -0.152812557314 -0.230462939652 |14.8479304668 35.6625917124 28.4479430204
0.379080051607 -0.772474502376 0.509491371519 0.0573117253126 -0.52992891413 -0.846103251448 0.923587397389 0.349940693757 -0.156613633625 |6.19120916219 32.6092087498 41.3155943298
-0.02880336296 0.386581309043 0.921805433799 0.427904020767 0.838186895367 -0.338143279463 -0.903365106307 0.384704587876 -0.189562297868 |20.9921657198 14.7291173322 5.39729242252
-0.567518186463 -0.0327782628099 -0.822708146016 -0.637181504912 -0.61534735718 0.464055341323 -0.521462211318 0.787574260307 0.328335113366 |36.1137768653 36.656106211 47.6650214632
0.748925717418 0.0437350754292 0.661209129525 -0.05770004803 -0.989725754268 0.130819095685 0.660137087465 -0.136125583619 -0.73870755461 |36.3929061935 25.1646769345 48.1456765685
-0.067569414472 0.207249589906 0.975951833705 0.708181431542 -0.679072151615 0.193235796168 0.702789751097 0.704207796311 -0.100885803597 |15.1699284607 43.9154861272 8.91854679222
0.988155204343 0.136345368642 0.0704218189217 -0.0880166393538 0.12764580638 0.987906685528 0.125707451359 -0.982403424548 0.138134529026 |5.84955918118 44.1714835042 11.3067558452
-0.529255349275 0.259333420155 -0.807858250224 0.2252452571 -0.875033533719 -0.42846340453 -0.818017939545 -0.408732788088 0.404702555618 |37.0672137901 34.4475771847 11.843114446
0.28735887748 -0.0327484949398 0.957262979339 0.941111480874 -0.176222558644 -0.288539062159 0.178140551531 0.983805441083 -0.0198191320693 |33.4044427946 20.5648708867 2.22368011261
-0.990551572594 -0.097750748418 0.0961892572715 0.0213495759338 0.582925441779 0.812245113826 -0.135468733065 0.806624274684 -0.575330776034 |18.0080703567 31.2752449444 26.5786083973
0.877499441705 0.0933201890571 0.470410535726 0.240042096946 0.763706326154 -0.599276596477 -0.415180107304 0.638783210257 0.647751100958 |13.9411487384 10.7258611828 49.2677105014
-0.982406362471 -0.0592354589972 -0.177112674233 0.0827906131728 -0.988220216516 -0.128710986478 -0.167402070916 -0.141109758936 0.9757379682 |13.1045239364 14.9850076941 19.9048292968
-0.937505379174 -0.0804784611304 0.338536381078 0.224121351328 -0.883870610366 0.41053911386 0.266182801657 0.460755858807 0.846670393174 |16.4814840515 31.91065724 21.7564875025
-0.759164563544 0.610886016971 -0.224694102567 -0.425009120001 -0.203772646954 0.881954622568 0.492987234495 0.765045738909 0.414329101081 |39.8488721234 23.0522718631 22.9538319986
0.51359169357 -0.777687660321 0.362526516659 -0.470889793802 0.0977311994683 0.876761891704 -0.71727705553 -0.621007661495 -0.316011249761 |19.0038821204 35.7906376302 26.0967120943
-0.149403912728 -0.0319831515654 0.988258847103 0.604604334463 -0.793810663455 0.0657132356044 0.78238869471 0.607323397047 0.137935571152 |25.9922116884 20.9778955401 23.3456442533
0.661616087802 -0.706851809487 0.250249219353 -0.136323857554 -0.44156155799 -0.886814070912 0.737346565886 0.552615517272 -0.388504995909 |1.09334456169 45.2351417474 5.35066551134
-0.74571812246 0.0714011840305 -0.662424601562 0.648382124175 0.30655694335 -0.696866889394 0.15331374004 -0.94917053863 -0.274900319593 |22.4989273561 18.4324124853 48.9914372117
-0.881311349585 -0.198565907451 0.428791191013 -0.101298673996 0.965719950571 0.239005346625 -0.461550521329 0.167202145521 -0.871214416085 |32.1766454688 49.8432195508 34.3738092137
-0.155673900672 -0.236361452131 0.959113601507 -0.677318450865 -0.681219028769 -0.27781351832 0.71903084271 -0.692873652832 -0.0540439491812 |1.91162418932 18.7741573642 14.4535941989
0.347918443495 0.480428589193 -0.805072125566 0.730664659434 0.399109463809 0.553932118001 0.587436730322 -0.780960950742 -0.212174648072 |22.919161106 12.3438401945 4.20168056766
-0.895236832676 0.253627961584 0.366365760576 0.194511904451 -0.517290678805 0.833411946548 0.400894166141 0.817363573158 0.413764011036 |30.4681481034 5.77479233841 45.4196232012
0.683435796156 0.666701950115 0.297361769979 -0.728724159752 0.647238364069 0.223704266991 -0.0433198744862 -0.369582209785 0.928187685054 |24.8305073398 39.7391702354 47.1101647544
